Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation
1;0;0.9870907568254634;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.5857540178467058;0.4105263157894737;0.3162277660168379;0.0
0;0;0.9996074152482648;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.4274421211313799;0.43157894736842106;0.3162277660168379;0.0
0;0;0.99974343378718;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.5329833856082637;0.4736842105263158;0.379074503220141;0.0
0;0;0.9973057650591056;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.6912952823235896;0.3894736842105264;0.4222892058466721;0.0
0;0;0.9999997383170224;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.6243386243386243;0.4063338682360031;0.23949581039957915;0.0
1;0;0.9996856838584512;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.4802127533698218;0.4631578947368421;0.15635925721711288;0.0
0;0;0.9611535357991704;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5185185185185185;0.3746714888929379;-0.09100315103865801;-0.2532931098287926
0;0;0.9999999998026432;1.0;1.0;0.0;0.0;0.05;1.0;0.5;1.0;0.6807411558759012;0.37894736842105264;0.3536097741979052;0.0
0;0;0.9750779620189498;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.455026455026455;0.3007926037591192;0.310862862492818;0.0
0;0;0.9991714499381064;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.4802127533698218;0.5263157894736842;0.3162277660168379;0.0
0;0;0.998455638267256;1.0;1.0;0.0;0.0;0.05;1.0;0.5;1.0;0.5291005291005291;0.4379962475790683;0.1702970173369342;0.0
1;0;0.8970206794389654;0.0;0.0;0.0;0.0;0.05;1.0;0.0;0.0;0.3535632359975611;0.3578947368421053;0.0;0.0
0;0;0.7571674308924867;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.4802127533698218;0.3894736842105264;0.0;0.0
0;0;0.9913660309039172;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.4485503740267567;0.5368421052631579;0.3162277660168379;0.0
0;0;0.9999483524495064;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.5857540178467058;0.5473684210526316;0.368286517479293;0.0
0;0;0.7557253134539699;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.4485503740267567;0.37894736842105264;0.0;0.0
0;0;0.9990949215888576;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.5224292591605755;0.4631578947368421;0.06514969050713038;0.0
1;0;0.5911095147994473;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4338624338624339;0.3007926037591192;0.0;-0.21931723165325634
0;0;0.9999999967567534;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.511875132712887;0.5052631578947369;0.20161720184703263;0.0
0;0;0.9999744459024288;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.6174163971897709;0.3157894736842105;0.3640853464984326;0.0
1;0;0.9805936698034494;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.4379962475790681;0.43157894736842106;0.2336500872268057;0.0
0;0;0.9999999940085642;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.5857540178467058;0.5789473684210527;0.36338722451550776;0.0
0;0;0.9998900807221952;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.5751998913990174;0.4947368421052632;0.35768562508785684;0.0
0;0;0.5323459678362471;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.3641173624452496;0.3894736842105264;-0.1762539887475524;-0.13905532869818138
1;0;0.6387679669794172;0.2;0.25;1.0;0.25;0.0;0.0;0.0;0.0;0.3915343915343915;0.2585760979683656;0.0;-0.18975834751777035
0;0;0.980466311529513;1.0;1.0;0.0;0.0;0.05;1.0;0.25;1.0;0.4907668798175103;0.4105263157894737;0.23376456947989263;0.0
0;0;1.0;1.0;1.0;0.0;0.0;0.05;1.0;0.5;1.0;0.6596329029805246;0.4842105263157895;0.2926909909688578;0.0
1;0;0.9802720395976834;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.4802127533698218;0.4526315789473685;0.0;0.0
0;0;0.8676768532792287;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.5013210062651986;0.3368421052631579;0.14867838833500563;0.0
1;0;0.7514875158277653;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.459104500474445;0.4;0.0;0.0
0;0;0.999790458310448;1.0;1.0;0.0;0.0;0.05;1.0;0.5;1.0;0.5963081442943942;0.4631578947368421;0.29791022508420684;0.0
1;0;0.7900469223509544;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.564645764951329;0.3578947368421053;0.0;0.0
0;0;0.9805868912387256;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.4802127533698218;0.4631578947368421;0.2336500872268057;0.0
0;0;0.9806169386173804;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.4802127533698218;0.4105263157894737;0.368286517479293;0.0
0;0;0.5039708161865941;0.6666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4802127533698218;0.5052631578947369;0.0;-0.01099964251742718
1;0;0.6962248156532926;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3809523809523809;0.3007926037591192;0.06716604942594676;-0.011465319341501828
0;0;0.523574076512465;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3852256153406263;0.4526315789473685;-0.0208464066497713;-0.05437674390713411
0;0;0.9903430921445678;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.459104500474445;0.5157894736842106;0.3162277660168379;0.0
0;0;0.980468473658833;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.4696586269221335;0.4421052631578947;0.0;0.0
1;0;0.9305313165546596;0.5;0.3333333333333333;1.0;0.3333333333333333;0.15;1.0;0.0;0.0;0.3746714888929379;0.4736842105263158;0.0;0.0
0;0;0.9995273588945732;1.0;1.0;0.0;0.0;0.05;1.0;1.0;1.0;0.6174163971897709;0.5052631578947369;0.3162277660168379;0.0
0;0;0.9998048313400985;1.0;1.0;0.0;0.0;0.05;1.0;0.5;1.0;0.5963081442943942;0.4210526315789474;0.3924091772703781;0.0
1;0;0.7499330724120064;1.0;1.0;0.0;0.0;0.05;1.0;0.0;0.0;0.511875132712887;0.43157894736842106;0.0;0.0
