Actual;Prediction;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation
1397;1877.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3450327796711771;0.2546291480783495;0.0
321;409.0;1.0;0.09090909090909093;1.0;0.09090909090909093;1.0;0.09090909090909091;0.6787409296270106;0.5866807797724347;0.506482524677424
298;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3767967859604787;0.40841709274127025
505;490.5;1.0;0.06666666666666668;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7722506127047554;0.6605052855485258;0.37162209437789123
86;206.0;1.0;0.5;1.0;0.5;1.0;0.5;0.3377689316780997;0.24863787400591775;0.2034433268845378
614;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.633287563351155;0.5370126131615226;0.4249487681844197
298;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5291931135926874;0.4576879036536267;0.32536257599915497
1073;1877.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.26062042215078124;0.0
287;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5377630425577511;0.4576879036536267;0.32536257599915497
365;435.0;0.5;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.6012674056536247;0.5428816034692988;0.4249487681844197
2628;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5420480070402829;0.4612221731799096;0.32536257599915497
238;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5291931135926874;0.4612221731799096;0.36091548029770143
740;444.0;1.0;0.07142857142857142;1.0;0.07142857142857142;1.0;0.07142857142857142;0.7269686574275507;0.6383715781934096;0.3907442307774654
481;648.0;1.0;0.08333333333333333;1.0;0.08333333333333333;1.0;0.08333333333333333;0.721059823560622;0.592149523167197;0.4349950734509488
348;435.0;0.5;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.6012674056536247;0.5311436228537465;0.4249487681844197
25;490.5;1.0;0.06666666666666668;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7722506127047554;0.6487315727936502;0.37162209437789123
335;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4620213923015279;0.3767967859604787;0.40841709274127025
678;648.0;1.0;0.08333333333333333;1.0;0.08333333333333333;1.0;0.08333333333333333;0.7179247808494889;0.6024927462792878;0.4349950734509488
460;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3725150043018369;0.40841709274127025
2570;1877.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.24264659993348603;0.0
334;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.6048252009533502;0.5428816034692988;0.4249487681844197
640;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4672126439004214;0.3767967859604787;0.40841709274127025
430;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.6368453586508805;0.5223401373920822;0.4249487681844197
620;595.5;1.0;0.05;1.0;0.05;1.0;0.05;0.8802423967762041;0.7323435669205844;0.35401695627187885
708;924.0;1.0;0.14285714285714285;1.0;0.14285714285714285;0.0;0.0;0.5764227595061904;0.49517899337872295;0.5049933811628773
1342;490.5;1.0;0.06666666666666668;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7751055133062517;0.6534410578956005;0.37162209437789123
953;1877.0;1.0;0.5;1.0;0.5;0.0;0.0;0.3377689316780997;0.2546291480783495;0.0
316;248.5;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.4084224114038964;0.33195193618354896;0.3534004629549097
1480;490.5;1.0;0.06666666666666668;1.0;0.06666666666666668;1.0;0.06666666666666667;0.7722506127047554;0.6534410578956005;0.37162209437789123
411;304.0;1.0;0.25;1.0;0.25;1.0;0.25;0.43606513430706;0.3767967859604787;0.4405519509721598
509;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.633287563351155;0.5252746325459703;0.4249487681844197
254;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5377630425577511;0.4576879036536267;0.32536257599915497
452;435.0;1.0;0.1111111111111111;1.0;0.1111111111111111;0.0;0.0;0.6368453586508805;0.5370126131615226;0.4249487681844197
283;304.0;1.0;0.25;1.0;0.25;0.0;0.0;0.4464476375048471;0.3725150043018369;0.40841709274127025
431;409.0;1.0;0.09090909090909093;1.0;0.09090909090909093;1.0;0.09090909090909091;0.6787409296270106;0.5839957418787394;0.46100147652645396
918;595.5;1.0;0.05;1.0;0.05;1.0;0.05;0.8802423967762041;0.7218213892349439;0.35401695627187885
838;483.5;1.0;0.0625;1.0;0.0625;1.0;0.0625;0.7926581093427849;0.6624016448195362;0.35407902105283073
118;248.5;1.0;0.3333333333333333;1.0;0.3333333333333333;0.0;0.0;0.4084224114038964;0.33195193618354896;0.3240127151188787
3822;1799.5;1.0;0.2;1.0;0.2;0.0;0.0;0.4528312252454138;0.4197044457559582;0.0
1138;690.5;0.0;0.0;1.0;0.125;0.0;0.0;0.5853668839120822;0.5261443511012294;0.46160568030629795
205;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5377630425577511;0.4612221731799096;0.32536257599915497
1143;924.0;1.0;0.14285714285714285;1.0;0.14285714285714285;0.0;0.0;0.5724336746653171;0.4914699604791328;0.5049933811628773
37;314.5;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.5634728294529424;0.4612221731799096;0.32536257599915497
1016;409.0;1.0;0.09090909090909093;1.0;0.09090909090909093;1.0;0.09090909090909091;0.6787409296270106;0.5920508555598255;0.46100147652645396
