Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation
0;0;0.997325401820598;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3250568613683684;0.863127181635478;0.12606691027680395;0.0
0;0;0.993142489956782;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.30828746087400755;0.8831861865401985;0.19285598502752785;0.0
0;0;0.9587092565761672;0.0;0.0;1.0;1.0;0.008547008547008548;1.0;0.0;0.0;0.3433235297640113;0.8646021084667074;0.0;0.0
0;0;0.999652353051816;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3277519435906764;0.8410032791670361;0.12606691027680395;0.0
0;0;0.9996330525528354;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.32086451124477816;0.8761065377502971;0.12606691027680395;0.0
0;0;0.9994379081723044;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3235595934670861;0.8439531328294949;0.12606691027680395;0.0
0;0;0.9994645277384004;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.32954866507221503;0.8640121377342156;0.12606691027680395;0.0
0;0;0.999447503782076;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3259552221091377;0.8775814645815267;0.12606691027680395;0.0
0;0;0.955952774557546;0.0;0.0;1.0;1.0;0.008547008547008548;1.0;0.0;0.0;0.3442218905047807;0.871386771890363;0.0;0.0
0;0;0.996876406807724;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3271530364301635;0.85221272308438;0.12606691027680395;0.0
0;0;0.9981851725096968;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3190677897632395;0.8681419328616582;0.12606691027680395;0.0
0;0;0.9999595082686856;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3235595934670861;0.8489678840556752;0.21971674235170274;0.0
0;0;0.9900785786162368;0.0;0.0;1.0;1.0;0.008547008547008548;1.0;0.0;0.0;0.3421257154429856;0.8814162743427232;0.09236584667012328;0.0
0;0;0.9960004610046505;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3235595934670861;0.8775814645815267;0.12606691027680395;0.0
0;0;0.9994892817713128;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3226612327263169;0.8740416401865759;0.12606691027680395;0.0
0;0;0.8830930525948515;0.0;0.0;1.0;1.0;0.008547008547008548;1.0;0.0;0.0;0.3666015842373759;0.8796463621452479;0.0;0.0
0;0;0.9978019057526292;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3184688826027266;0.8407082938007903;0.12606691027680395;0.0
0;0;0.9974549329734802;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.32924921149195857;0.8705018157916252;0.12606691027680395;0.0
0;0;0.9997158131554716;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3238590470473426;0.8884959231326247;0.12606691027680395;0.0
0;0;0.999929881837744;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3319442937142665;0.8300888206159381;0.21971674235170274;0.0
0;0;0.9989425448209952;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3265541292696505;0.8905608206963459;0.12606691027680395;0.0
0;0;0.991459841520207;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.32206232556580394;0.85221272308438;0.12606691027680395;0.0
0;0;0.9979361153320448;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.2302327968755889;0.8669619913966746;0.21971674235170274;0.0
0;0;0.996153038709525;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.2532262149811925;0.8510327816193964;0.21971674235170274;0.0
0;0;0.9995498978792886;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3250568613683684;0.8575224596768061;0.12606691027680395;0.0
0;0;0.8776411277747728;1.0;1.0;1.0;1.0;0.008547008547008548;1.0;0.5;1.0;0.3145759860593929;0.8749265962853136;0.1613527860917921;0.0
