Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall;SHAP Correlation;LIME Correlation;ACV Correlation;LINDA Correlation
0;0;0.9995146266903376;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.6505747126436782;0.6091954022988506;0.330704545816784;0.15898659715328464
0;0;0.9999955595389548;0.0;0.0;1.0;0.25;0.0;0.0;0.5;0.25;0.5678160919540229;0.40689655172413797;0.288900144477099;0.18620689655172412
0;0;0.981070107413402;1.0;0.25;0.0;0.0;0.5;0.25;0.5;0.25;0.6735632183908047;0.6275862068965518;0.34509845293289054;0.043678160919540236
0;0;0.9999151419805667;0.0;0.0;0.5;0.25;0.0;0.0;0.0;0.0;0.503448275862069;0.4942528735632184;0.30892291012302997;0.15402298850574714
0;0;0.9935898278415908;1.0;0.25;1.0;0.5;0.6666666666666666;0.5;0.5;0.25;0.5310344827586208;0.5218390804597701;0.2457581620011381;0.15402298850574714
1;0;0.8526334277676505;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.5;0.5724137931034483;0.5862068965517242;0.39925179817657885;0.21629369260439896
0;0;0.9972993296314072;1.0;0.25;1.0;0.25;0.2;0.25;0.5;0.25;0.7195402298850575;0.6413793103448276;0.30892291012302997;0.06206896551724138
0;0;0.7633935584739149;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6229885057471265;0.6413793103448276;0.0;0.18160919540229886
0;0;0.9996269367118836;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.25;0.4482758620689655;0.4160919540229885;0.2960417465909359;0.04827586206896552
0;0;0.907258306930824;0.0;0.0;0.0;0.0;1.0;0.25;0.5;0.5;0.4666666666666667;0.4666666666666667;0.3008975668093039;0.011494252873563218
0;0;0.9996552463816476;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.25;0.632183908045977;0.4896551724137931;0.29156730655694846;0.018411979969825017
0;0;0.9997152234401936;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.25;0.4666666666666667;0.5310344827586208;0.2753048435605297;0.07843184208408775
0;0;0.9950823023268114;1.0;0.25;1.0;0.25;0.25;0.25;0.5;0.25;0.7333333333333334;0.5724137931034483;0.25766413137590793;0.15650182974351268
0;0;0.9999981628279953;1.0;0.25;1.0;0.25;1.0;0.25;0.5;0.25;0.503448275862069;0.5310344827586208;0.3050187558504318;0.1930363063028507
0;0;0.9999716679428172;0.5;0.25;1.0;0.25;1.0;0.25;1.0;0.5;0.6367816091954024;0.6873563218390805;0.330704545816784;0.3186261923312114
0;0;0.9999994075329962;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.25;0.4804597701149426;0.44367816091954027;0.2753048435605297;0.2305313009786038
0;0;0.9999997806370242;0.0;0.0;0.5;0.25;0.13333333333333333;1.0;0.0;0.0;0.3103448275862069;0.3747126436781609;0.40402686652827197;0.0
0;0;0.9722935088598634;1.0;0.25;1.0;0.25;1.0;0.25;1.0;0.5;0.6275862068965518;0.6735632183908047;0.32902860601562267;0.1749138097133377
0;0;0.9887674551718268;1.0;0.5;0.0;0.0;0.3333333333333333;0.25;1.0;0.5;0.6091954022988506;0.5448275862068965;0.3759944118750305;0.0896551724137931
0;0;0.9999845996111864;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.25;0.5402298850574713;0.33793103448275863;0.3050187558504318;0.26036935475827777
0;0;0.9559682251509792;1.0;0.25;1.0;0.25;0.5;0.25;1.0;0.5;0.632183908045977;0.503448275862069;0.3171626210295518;0.1682032114810113
0;0;0.9992158080221798;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.25;0.6045977011494253;0.4942528735632184;0.3050187558504318;0.04602994992456255
0;0;0.9999929845735726;1.0;0.25;1.0;0.25;1.0;0.25;0.5;0.25;0.5770114942528736;0.5218390804597701;0.25896219566870515;0.21634076464544397
0;0;0.9984224651477231;0.5;0.25;0.0;0.0;0.0;0.0;0.5;0.25;0.6459770114942529;0.6;0.34509845293289054;0.10854619254219176
0;0;0.9375463976849348;0.0;0.0;1.0;0.25;1.0;0.25;0.5;0.25;0.7195402298850575;0.6275862068965518;0.25766413137590793;0.06459092877513109
0;0;0.9999822902101736;1.0;0.25;1.0;0.25;0.0;0.0;0.5;0.25;0.6965517241379311;0.7195402298850575;0.30892291012302997;0.20858160091690026
0;0;0.9846701553467936;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.5;0.6597701149425287;0.632183908045977;0.337125993308372;0.07825091487175634
0;0;0.99534038512115;1.0;0.5;1.0;0.25;0.5;0.25;0.5;0.25;0.6367816091954024;0.5402298850574713;0.2753048435605297;0.1264367816091954
0;0;0.9964838906022544;0.5;0.25;1.0;0.25;0.3333333333333333;0.25;0.0;0.0;0.4206896551724138;0.5218390804597701;0.16314659688724667;0.14942528735632182
0;0;0.9999999788134802;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;0.5;0.25;0.6275862068965518;0.6551724137931034;0.3050187558504318;0.0
0;0;0.9894902631134548;1.0;0.25;1.0;0.25;0.5;0.25;0.6666666666666666;0.5;0.6781609195402301;0.7057471264367816;0.3024870161621335;0.10344827586206898
0;0;0.9999969773109352;0.0;0.0;0.3333333333333333;0.25;0.0;0.0;0.5;0.25;0.6919540229885057;0.6505747126436782;0.3297191737559703;0.15650182974351268
0;0;0.9999614934869858;1.0;0.25;1.0;0.25;0.0;0.0;1.0;0.5;0.6137931034482759;0.5126436781609195;0.2883194041644336;0.19838642409504548
0;0;0.9999999999394296;0.0;0.0;1.0;0.25;0.13333333333333333;1.0;0.5;0.25;0.4850574712643679;0.4988505747126437;0.3886593571286842;0.0
0;0;0.9999994668016012;1.0;0.5;1.0;0.25;0.0;0.0;0.5;0.25;0.503448275862069;0.4988505747126437;0.31427153615296094;0.020833835698468462
0;0;0.9999862691159168;1.0;0.25;0.5;0.25;0.0;0.0;0.0;0.0;0.5678160919540229;0.5264367816091954;0.36041006181020163;0.1753182352467844
0;0;0.8305566244239795;1.0;0.25;0.5;0.25;0.0;0.0;0.0;0.0;0.4528735632183909;0.4804597701149426;0.3359285942491757;0.0506329449170188
0;0;0.9999976697818757;1.0;0.25;1.0;0.25;1.0;0.25;0.5;0.25;0.5678160919540229;0.6091954022988506;0.3050187558504318;0.11534094424130553
0;0;0.9959087613844044;1.0;0.25;1.0;0.25;0.5;0.25;0.5;0.25;0.5218390804597701;0.5862068965517242;0.32035489351603735;0.2413793103448276
0;0;0.8928130234847766;0.0;0.0;0.0;0.0;1.0;0.25;0.0;0.0;0.632183908045977;0.5448275862068965;0.06407097870320745;0.14482758620689656
0;0;0.9996986927767988;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5494252873563219;0.6045977011494253;0.3128462610700036;0.07843184208408775
0;0;0.9999978195487752;1.0;0.25;1.0;0.25;1.0;0.25;0.5;0.25;0.6781609195402301;0.7103448275862069;0.3050187558504318;0.06250150709540538
0;0;0.9923783344046786;0.0;0.0;0.0;0.0;0.6666666666666666;0.5;0.0;0.0;0.7471264367816092;0.5816091954022989;0.3361842555943227;0.15862068965517245
0;0;0.9960642298046304;1.0;0.25;1.0;0.25;0.5;0.5;0.5;0.25;0.6643678160919539;0.7011494252873564;0.24866681343288216;0.14022988505747128
0;0;0.9968725906668936;1.0;0.25;0.5;0.25;0.3333333333333333;0.25;0.0;0.0;0.5402298850574713;0.6045977011494253;0.3515488913054679;0.09666289484158136
0;0;0.9997873873580502;0.5;0.25;1.0;0.25;0.0;0.0;0.5;0.25;0.6367816091954024;0.6183908045977011;0.25896219566870515;0.0828539098642126
0;0;0.9965034150389568;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.6413793103448276;0.6091954022988506;0.35642047078057415;0.0828539098642126
0;0;0.9986664103196866;1.0;0.25;0.5;0.25;0.2;0.25;0.5;0.25;0.6;0.5218390804597701;0.3539741678493052;0.06444192989438757
0;0;0.9384187601457682;1.0;0.25;0.0;0.0;0.5;0.25;0.6666666666666666;0.5;0.5494252873563219;0.6689655172413793;0.3560726767986932;0.1310344827586207
0;0;0.8632594236219651;0.0;0.0;0.5;0.25;0.0;0.0;0.0;0.0;0.4528735632183909;0.5770114942528736;0.08304547985373997;0.2301497496228128
1;1;0.9999998476708344;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;0.0;0.0;0.632183908045977;0.5862068965517242;0.3024954453936684;0.0
1;1;0.9619985134444404;0.0;0.0;0.0;0.0;0.13333333333333333;1.0;0.0;0.0;0.4942528735632184;0.4252873563218391;-0.005327370016504268;0.0
1;1;0.9999999713143348;1.0;0.25;1.0;0.5;0.13333333333333333;1.0;0.0;0.0;0.4620689655172414;0.4022988505747127;0.34509845293289054;0.0
1;1;0.9999999933424182;1.0;0.25;1.0;0.5;0.13333333333333333;1.0;0.0;0.0;0.4850574712643679;0.5264367816091954;0.3024954453936684;0.0
1;1;0.9999959137726078;1.0;0.25;1.0;0.5;0.13333333333333333;1.0;0.0;0.0;0.4942528735632184;0.4758620689655172;0.3024954453936684;0.0
1;1;0.9999999995146384;1.0;0.25;1.0;0.5;0.13333333333333333;1.0;0.0;0.0;0.7103448275862069;0.7701149425287357;0.29184818148727604;0.0
0;1;0.6466725910208843;0.0;0.0;0.0;0.0;1.0;0.25;0.0;0.0;0.5448275862068965;0.6367816091954024;0.0;0.12888385978877515
1;1;0.9999248098636796;0.0;0.0;0.0;0.0;0.13333333333333333;1.0;0.0;0.0;0.5172413793103449;0.3103448275862069;0.38357064118830736;0.0
1;1;0.9999994999854394;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;0.0;0.0;0.5540229885057472;0.5586206896551724;0.2877831071439232;0.0
1;1;0.997429493482216;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.4252873563218391;0.439080459770115;0.44601655482117736;0.0
1;1;0.9998799496538574;1.0;0.25;1.0;0.5;0.13333333333333333;1.0;0.0;0.0;0.30114942528735633;0.2689655172413793;0.3899602101718089;0.0
1;1;0.9999987849292182;1.0;0.5;1.0;0.25;0.13333333333333333;1.0;0.0;0.0;0.4160919540229885;0.4114942528735632;0.2877831071439232;0.0
1;1;0.9998170463399332;1.0;0.25;1.0;0.5;0.13333333333333333;1.0;1.0;0.5;0.5448275862068965;0.6045977011494253;0.22630011826295504;0.0
1;1;0.7864470408149777;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;0.0;0.0;0.3287356321839081;0.4712643678160919;-0.005327370016504268;0.0
1;1;0.9992849368601836;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.4574712643678161;0.3517241379310345;0.3655873400173585;0.0
1;1;0.997716885189719;0.0;0.0;1.0;0.5;0.13333333333333333;1.0;1.0;0.5;0.4666666666666667;0.33793103448275863;0.30450009279704654;0.0
1;1;0.999174747157646;0.0;0.0;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.5218390804597701;0.5816091954022989;0.30450009279704654;0.0
1;1;0.999985783451519;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.4298850574712643;0.4712643678160919;0.38218124749536586;0.0
1;1;0.9994841760402844;0.0;0.0;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.4114942528735632;0.4942528735632184;0.37370784994907374;0.0
1;1;0.9997367711089152;1.0;0.25;1.0;0.25;0.13333333333333333;1.0;0.0;0.0;0.4758620689655172;0.40689655172413797;0.23293900319097036;0.0
1;1;0.9138667123895448;0.0;0.0;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.535632183908046;0.3839080459770116;0.3217271771714179;0.0
1;1;0.9997131000106468;0.0;0.0;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.535632183908046;0.535632183908046;0.3755873143771008;0.0
1;1;0.9998216839277542;0.0;0.0;1.0;0.25;0.13333333333333333;1.0;1.0;0.5;0.4574712643678161;0.4666666666666667;0.38218124749536586;0.0
1;1;0.9998466324250151;0.0;0.0;1.0;0.25;0.13333333333333333;1.0;0.0;0.0;0.37931034482758624;0.5172413793103449;0.21364360607921593;0.0
