Actual;Prediction;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;ACV Precision;ACV Recall;LIME SRCC;LIME KT-C;LIME KT-B;ACV SRCC;ACV KT-C;ACV KT-B;SHAP SRCC;SHAP KT-C;SHAP KT-B;MAPE Correctness;SHAP Correlation;LIME Correlation;ACV Correlation
0;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6805586776393551;0.3850911458333333;0.5802936405821901;0.3855643185566134;0.10546875;0.3708385395436481;0.9016783382463504;0.30703125;0.8319347004638369;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
0;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6805586776393551;0.3850911458333333;0.5802936405821901;-0.0769344586020506;-0.01953125;-0.0824085643430329;0.9016783382463504;0.30703125;0.8319347004638369;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
1;0.0803571428571428;1.0;0.25;1.0;0.25;0.0;0.0;0.5562011807056205;0.2783203125;0.4629522304002716;0.4569466684177662;0.10546875;0.4464182221716904;0.7754197646813291;0.2490234375;0.7180606252623698;0.9491525423728814;0.7602994855719211;0.454685226285981;0.3661842556567787
0;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6315277632645278;0.33515625;0.5802936405821901;-0.0769344586020506;-0.01953125;-0.0824085643430329;0.9857763729751088;0.3577473958333333;0.9181286549707602;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
0;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6315277632645278;0.33515625;0.5802936405821901;-0.0856809596792474;-0.0234375;-0.0824085643430329;0.9016783382463504;0.30703125;0.8319347004638369;0.9298245614035088;0.9181286549707602;0.5596914994964319;0.37121293493384755
1;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;1.0;0.16666666666666666;0.6805586776393551;0.3850911458333333;0.5802936405821901;-0.0856809596792474;-0.0234375;-0.0824085643430329;0.9857763729751088;0.3577473958333333;0.9181286549707602;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
0;0.0773809523809523;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6805586776393551;0.3850911458333333;0.5802936405821901;0.4154460764510736;0.10546875;0.3708385395436481;0.9841959699723428;0.3486328125;0.8947368421052628;0.9298245614035088;0.9064327485380116;0.5528241191345125;0.37121293493384755
0;0.0773809523809523;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6805586776393551;0.3850911458333333;0.5802936405821901;0.4569466684177662;0.10546875;0.3708385395436481;0.900826895056316;0.30234375;0.8192334073269844;0.9298245614035088;0.9064327485380116;0.5528241191345125;0.37121293493384755
1;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;1.0;0.16666666666666666;0.6805586776393551;0.3850911458333333;0.5802936405821901;0.4141246384496959;0.11328125;0.3708385395436481;0.9857763729751088;0.3577473958333333;0.9181286549707602;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
1;0.0773809523809523;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6800204738610717;0.3805338541666667;0.5802936405821901;0.4154460764510736;0.10546875;0.3708385395436481;0.9016783382463504;0.30703125;0.8319347004638369;0.9298245614035088;0.9064327485380116;0.5528241191345125;0.37121293493384755
0;1.1764705882352942;1.0;1.0;0.0;0.0;0.0;0.0;0.2820589997662949;0.11328125;0.2338709677419355;-0.032258064516129;-0.00390625;-0.032258064516129;0.4426849583427783;0.12109375;0.4257775824390034;1.0;0.4257775824390034;0.2338709677419355;0.0
0;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;1.0;0.16666666666666666;0.6805586776393551;0.3850911458333333;0.5802936405821901;-0.0769344586020506;-0.01953125;-0.0824085643430329;0.9857763729751088;0.3577473958333333;0.9181286549707602;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
1;1.0;1.0;0.5;0.0;0.0;0.0;0.0;0.2820589997662949;0.11328125;0.2338709677419355;-0.032258064516129;-0.00390625;-0.0459922049818273;0.4141246384496959;0.11328125;0.3983080609913257;1.0;0.5776822705219459;0.3276944604955202;0.0
3;1.1764705882352942;1.0;1.0;0.0;0.0;0.0;0.0;0.2820589997662949;0.11328125;0.2338709677419355;-0.032258064516129;-0.00390625;-0.032258064516129;0.4426849583427783;0.12109375;0.4257775824390034;1.0;0.4257775824390034;0.2338709677419355;0.0
0;0.0785714285714285;1.0;0.2;1.0;0.2;0.0;0.0;0.564812093480306;0.2783203125;0.5183104450653573;-0.0769344586020506;-0.01953125;-0.07457704245544701;0.8889066903958355;0.29765625;0.8065321141901319;0.9448275862068964;0.8319347004638369;0.5033950365742679;0.3290074118640327
1;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6315277632645278;0.33515625;0.5802936405821901;-0.0769344586020506;-0.01953125;-0.0824085643430329;0.9016783382463504;0.30703125;0.8319347004638369;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
0;0.0773809523809523;1.0;0.16666666666666666;1.0;0.16666666666666666;0.0;0.0;0.6805586776393551;0.3850911458333333;0.5802936405821901;0.4569466684177662;0.10546875;0.3708385395436481;0.9849861714737258;0.3531901041666667;0.9064327485380116;0.9298245614035088;0.9064327485380116;0.5528241191345125;0.4145828901369478
0;0.2733812949640288;1.0;0.16666666666666666;1.0;0.16666666666666666;1.0;0.16666666666666666;0.6315277632645278;0.33515625;0.5802936405821901;-0.0856809596792474;-0.0234375;-0.0824085643430329;0.9857763729751088;0.3577473958333333;0.9181286549707602;0.9298245614035088;0.9181286549707602;0.5528241191345125;0.37121293493384755
0;0.0803571428571428;1.0;0.25;1.0;0.25;0.0;0.0;0.5555633353149031;0.2734375;0.4629522304002716;0.4569466684177662;0.10546875;0.4464182221716904;0.7754197646813291;0.2490234375;0.7180606252623698;0.9491525423728814;0.7602994855719211;0.4629522304002716;0.3661842556567787
6;1.1764705882352942;0.0;0.0;0.0;0.0;0.0;0.0;0.2820589997662949;0.11328125;0.2338709677419355;-0.032258064516129;-0.00390625;-0.032258064516129;0.4141246384496959;0.11328125;0.3983080609913257;1.0;0.39830806099132576;0.2338709677419355;0.0
