radius_mean;texture_mean;perimeter_mean;area_mean;smoothness_mean;compactness_mean;concavity_mean;concave points_mean;symmetry_mean;fractal_dimension_mean;radius_se;texture_se;perimeter_se;area_se;smoothness_se;compactness_se;concavity_se;concave points_se;symmetry_se;fractal_dimension_se;radius_worst;texture_worst;perimeter_worst;area_worst;smoothness_worst;compactness_worst;concavity_worst;concave points_worst;symmetry_worst;fractal_dimension_worst
0.3549846664320547;0.41626297577854676;0.3375730237373364;0.2205824735536111;0.27812469025671527;0.2632353843322496;0.12593720712277412;0.1621769383697813;0.3368686868686869;0.2782224094355521;0.03400325909831612;0.0382940211550427;0.027658672195259866;0.02299559603119415;0.02188806520746231;0.08785712139874427;0.05839368005266622;0.14691931540342298;0.05400461529802443;0.07987563702745873;0.3266391021854696;0.4194331983805669;0.29375481881264465;0.18261541144522783;0.3455960382030421;0.288742575804939;0.28993610223642174;0.4213058419243987;0.31736644983244633;0.27994227994228
0.3117490322256297;0.32491349480968856;0.30474007246912665;0.19093639806712814;0.34701159678858173;0.2905343230476658;0.21996251171508902;0.29020874751491055;0.4136363636363637;0.29359730412805396;0.06445772225239904;0.42163018270264147;0.0762851623238939;0.03667855513933439;0.18754172083055193;0.20051371406254698;0.10931533903884136;0.34816625916870414;0.09481060392863173;0.16910702061306765;0.27237152982870644;0.4958164642375169;0.27165253148290935;0.14606741573033707;0.437566324725858;0.2620740856517661;0.255111821086262;0.5378006872852235;0.22728168736447862;0.2524596615505707
0.56412447840732;0.2920415224913495;0.5533535458108407;0.41926777240868923;0.4598077113688177;0.38470032513342745;0.528584817244611;0.5934393638170974;0.38535353535353534;0.2356781802864365;0.16454825276118049;0.29634029074042645;0.13541912076520757;0.11311246196062594;0.09208446052770262;0.19585724156577647;0.1400921658986175;0.28753056234718827;0.1306917318624416;0.1101106716361147;0.5540460720614295;0.48313090418353577;0.4998714983294784;0.37367647425197437;0.49628581535196326;0.3303571428571428;0.47412140575079875;0.7079037800687286;0.3353045535186281;0.2298963662600027
0.35599014629732045;0.5152249134948097;0.36330695851512246;0.23007270036132516;0.4528694617900686;0.4610760076068953;0.3943298969072165;0.4349403578528827;0.4373737373737374;0.32518955349620904;0.11859496650371174;0.18434300582612134;0.1291523347311879;0.06780167934022714;0.09015212732319149;0.21268062607023766;0.11770901909150756;0.2647921760391198;0.1378679574492036;0.09851106716361148;0.41782339043118727;0.6537112010796222;0.47622719095348254;0.256334238521139;0.5861337106473293;0.5633401062832134;0.5059904153354633;0.69553264604811;0.4853144096195545;0.28676374130919585
0.27253531748026755;0.1806228373702422;0.25223692967536787;0.1616821209350921;0.3144018237684607;0.14391755107048645;0.1102389878163074;0.18543737574552685;0.3318181818181818;0.1398483572030329;0.0770233568712656;0.08512924939193393;0.05838005936955191;0.037314102420313584;0.13361205775919616;0.0768167753176916;0.059578670177748524;0.269682151589242;0.15616029718016544;0.04274739484292994;0.2177347903130537;0.1770580296896087;0.19254690310974049;0.11044121677171828;0.3293243721259286;0.09258752735229758;0.122444089456869;0.3169072164948454;0.19022274788093835;0.06598452052997511
0.15388869337891503;0.10415224913494808;0.1458995784958959;0.0787514692438292;0.5341460997125584;0.28900067480522673;0.10859887535145267;0.23836978131212724;0.3590909090909091;0.22662173546756548;0.08216548977005247;0.27795689801459356;0.051547849031710884;0.035706541650777975;0.3022520465165302;0.24580166431339562;0.07198815009874918;0.480440097799511;0.11141441999212025;0.121092264394919;0.10956881275841701;0.0885290148448043;0.10218452839886921;0.04830713271381948;0.3922886452069331;0.14445920600187556;0.069241214057508;0.29591065292096225;0.1058545239503253;0.08395644759281123
0.74762455381831;0.32698961937716253;0.7308289580714338;0.6434634974533107;0.3063732778273368;0.33163609594503407;0.39268978444236174;0.4985089463220676;0.2247474747474748;0.1027801179443979;0.4271229404309251;0.10888624922224106;0.41831974744381095;0.3233290714280373;0.10842145943856936;0.235136840207889;0.13087557603686634;0.5271393643031784;0.19879551978386895;0.09518331178215562;0.8061872415829887;0.30715249662618094;0.7959393472115139;0.633274371558833;0.273434736469756;0.3205884651453578;0.3030351437699681;0.7780068728522337;0.26473487088507786;0.11629279811097992
0.18355034940425313;0.38615916955017293;0.1742216963691488;0.09929911627704499;0.0358806621072455;0.2669161401141035;0.20564667291471414;0.11858846918489065;0.14595959595959596;0.34035383319292345;0.05232663407568349;0.3376322190169127;0.05644819299816237;0.024322768294415403;0.14710325685978287;0.4384444377684983;0.219321922317314;0.3797066014669927;0.22032419654415486;0.38175058948809615;0.14168635558180742;0.42348178137651826;0.13806219480853255;0.06654376043249707;0.09423417049876193;0.29851125351672386;0.2570287539936102;0.3006872852233677;0.14587029371180765;0.291748655385019
0.6289779297169575;0.7176470588235294;0.6095540930266952;0.5289713116538244;0.31896124492021016;0.29114778234464145;0.3202905342080599;0.42972166998011924;0.3580808080808081;0.14279696714406076;0.38403041825095047;0.35544996888964303;0.3294538943598926;0.35977957724890264;0.06619119558725363;0.094090786192808;0.07053982883475972;0.22689486552567237;0.08144312489446727;0.06675477295200424;0.8689456585942115;0.9357624831309042;0.8087895142636856;0.7952116395525548;0.41634241245136194;0.22475773679274771;0.27492012779552716;0.5701030927835051;0.2568499901438991;0.17801390528663258
0.22175858428434975;0.35916955017301044;0.21356207942024702;0.12036916111618998;0.36495192784220454;0.31139193914483776;0.2495313964386129;0.2992544731610338;0.34090909090909094;0.43681550126369006;0.08361397791055583;0.4080547542281803;0.09206992413890591;0.024771389904518368;0.35987070934195264;0.2866584552528014;0.16790651744568794;0.5611246943765281;0.1907750323633703;0.23751616338328135;0.1616213821618429;0.35033738191632924;0.16628116165510154;0.07157627245322504;0.3356915458082774;0.18626914660831506;0.1769968051118211;0.37972508591065296;0.1302976542479795;0.19559228650137744
0.5042984264240109;0.33217993079584773;0.49049767063521404;0.36398067128118067;0.31836653781346036;0.27489111097478686;0.26405810684161196;0.36779324055666;0.37070707070707076;0.15711878685762448;0.12138330617418067;0.11680524916567679;0.11416859067992274;0.08726064167844297;0.05786459614236027;0.08688076426232463;0.07419354838709678;0.2540342298288509;0.08172454550571286;0.06105004944093709;0.5141760189013584;0.40944669365722;0.49627345155487024;0.34029248361942255;0.4453484258931729;0.21811503594873397;0.3022364217252396;0.663917525773196;0.29528878375714573;0.18785255148891516
0.3439243879141321;0.32698961937716253;0.3477778599423205;0.21840581602890602;0.41024878580632396;0.4169069382246488;0.3983130271790066;0.43812127236580517;0.4015151515151516;0.2712721145745578;0.1322831794314684;0.17088070592228066;0.13895302266409087;0.07460577376012201;0.2312827179144854;0.26209931805209247;0.16020408163265304;0.45256723716381414;0.09987617493105196;0.12480033467711264;0.3425132900177201;0.3168690958164643;0.3436134669750708;0.19554547945888037;0.5224619738238415;0.37705142231947475;0.4155750798722045;0.7268041237113402;0.25014784151389713;0.17906336088154268
0.2338243426675381;0.20173010380622836;0.2152628854544109;0.13421270297331422;0.3146000594707108;0.13131096251763696;0.09137769447047797;0.08026838966202784;0.4797979797979799;0.1628053917438923;0.04454101032047799;0.24288704112223541;0.03717664797625219;0.02058425487689075;0.10016512665565823;0.14666386276924928;0.08522053982883476;0.1547677261613692;0.2539539595880002;0.06000418346390812;0.18266391021854694;0.30094466936572206;0.16766897969673605;0.0890405839707018;0.31376016979129817;0.14309159112222566;0.15910543130990415;0.19862542955326462;0.4019317957815889;0.10219073855437494
0.44195867477753764;0.34186851211072666;0.41728906307771946;0.3049061860606852;0.24987610268609395;0.1645911293785657;0.16283973758200562;0.2678926441351889;0.487878787878788;0.047809604043808074;0.17175448126018467;0.14005317042819165;0.15780049945813507;0.11445832679093482;0.08330112777992481;0.09596839607053806;0.06405529953917051;0.2745721271393643;0.21188157820678782;0.08016087320301209;0.4004725339633786;0.33900134952766536;0.37702390131071706;0.24163531727247814;0.21117792713123462;0.11163644889027821;0.15431309904153356;0.37663230240549833;0.3370786516853933;0.0632952905680178
0.15841335277261065;0.29446366782006916;0.13976188715521703;0.08362718209916853;0.24402814946971962;0.09416600208576159;0.05620899718837863;0.10800198807157058;0.48131313131313136;0.20197978096040448;0.05580300561289154;0.45641721816844844;0.056401074306177267;0.019182312345319003;0.13600112426659172;0.08785712139874427;0.045292955892034234;0.24264058679706602;0.36975854111555134;0.09665703202251465;0.125812167749557;0.368421052631579;0.11637111282446677;0.05461022945265204;0.21613017332861695;0.06130822131916223;0.06013578274760383;0.21316151202749142;0.3355016755371575;0.09773055227600685
0.2916394349203157;0.1826989619377163;0.2685794572210309;0.1752644638892517;0.1699871146793538;0.11174161094411386;0.048898781630740386;0.13180914512922465;0.2671717171717173;0.12426284751474315;0.037189933007423494;0.0833474744046609;0.04000376949535881;0.022472204152740705;0.07623932825071146;0.052467930423288366;0.03032587228439763;0.263080684596577;0.05386390499240164;0.05748459724652012;0.21994979326639102;0.18407557354925774;0.20498586481624265;0.11181145519320362;0.15670321896002837;0.06582135042200687;0.05;0.28233676975945016;0.11255667258032725;0.07910271546635189
0.025891106530591734;0.22352941176470587;0.014789617688382772;0.013234077750206796;0.41024878580632396;0.16839457701981472;0.0;0.0;0.46717171717171735;0.4427127211457458;0.14680427304001448;0.4861134679563324;0.11355604768411628;0.040417068556859045;0.4621087025260865;0.1307417310060985;0.0;0.0;0.1515168570946136;0.27768692477371265;0.04496455995274662;0.2782726045883941;0.037830891801593436;0.01915842447494956;0.4580827732578706;0.09444357611753673;0.0;0.0;0.1734673763059334;0.22045126590581138
0.5329546025840832;0.40103806228373695;0.5208163868963989;0.39445387662705156;0.3894340370700764;0.36660327587264585;0.37347703842549196;0.4345924453280318;0.445959595959596;0.23925863521482738;0.2562375520550425;0.44425589682674355;0.17603543325637283;0.18070478454947173;0.18996592066893858;0.29011325742782473;0.1751481237656353;0.4484107579462102;0.22440479540721558;0.17210200045637786;0.5060543414057885;0.49770580296896094;0.45566692367000783;0.33954508084406687;0.4085603112840468;0.30476320725226624;0.3124600638977636;0.5869415807560138;0.28424995071949544;0.1843106388560935
0.3197928711477553;0.11349480968858128;0.3033350587887304;0.1980323015976666;0.3549410248785808;0.2140972946445003;0.19264292408622305;0.2161530815109344;0.342929292929293;0.135636057287279;0.1104472207133804;0.0745234458962611;0.08500212034113933;0.05585712897123586;0.08031479464568035;0.11917565415928141;0.0999012508229098;0.21144254278728605;0.10564529746158609;0.06589906442534418;0.2882457176609569;0.1282051282051282;0.2665124646620407;0.154936595331224;0.29041386628935273;0.15481400437636758;0.1990415335463259;0.31567010309278354;0.20914646165976747;0.10127246490882857
0.443969634508069;0.301038062283737;0.44464985580122757;0.3008576030647338;0.5113489939538112;0.42273480154591747;0.4475164011246485;0.5417495029821073;0.540909090909091;0.2799073294018535;0.0667753032772044;0.09016347078454666;0.06577769401121425;0.04626784205528513;0.10065699328953374;0.13389611560068498;0.10055957867017774;0.33838630806845965;0.05470816682613834;0.06851372936791664;0.39272002362669817;0.3346828609986505;0.3950141351837575;0.23640349784498868;0.6299964626812876;0.3507736792747733;0.4007987220447285;0.8738831615120276;0.3043563966095013;0.23330709694346058
0.3595093258257503;0.42837370242214534;0.3470383790579014;0.22824430804057294;0.2922985429675885;0.25832770995644444;0.2628865979381443;0.3719184890656063;0.3318181818181818;0.23188711036225795;0.07293137787434364;0.13606538831381865;0.06210243603637564;0.04151993001502882;0.25348698310086776;0.16664163186829695;0.1491441737985517;0.4310513447432763;0.23678730230202055;0.05929109302502471;0.27606320141760193;0.3603238866396762;0.26137239784117194;0.14718851989337053;0.3144676335337815;0.16155439199749919;0.22731629392971248;0.5072164948453609;0.19534792036270454;0.08684245047881406
0.22929968327384237;0.21141868512110717;0.20779412852177775;0.12998998737538636;0.35484190702745566;0.10109809214158638;0.0855904404873477;0.14234592445328031;0.26767676767676774;0.13837405223251897;0.04537389100126742;0.14508739182080432;0.0336427460773689;0.020752487980679357;0.18603098759793413;0.0252350767566918;0.052172481895984196;0.21178484107579462;0.20625316598187649;0.04807180345325929;0.166420555227407;0.1962213225371121;0.14916473914160888;0.07842746456065172;0.34205871949062605;0.035450531416067514;0.08298722044728435;0.20213058419243987;0.1612458111571063;0.05942542306178672
0.333869589261475;0.22698961937716267;0.30777194409524516;0.20451874102128775;0.264942016057092;0.1575363474633458;0.07839737582005622;0.1429920477137177;0.25909090909090915;0.14890480202190415;0.06927394531957268;0.08713728152044799;0.04028648164726948;0.031201632982660772;0.10852685943154268;0.10813530807822877;0.04809084924292297;0.20246943765281175;0.1073338211290595;0.06052711645242259;0.2716331955109273;0.21727395411605943;0.2346440503726549;0.13388475049204016;0.2868765475769367;0.11788840262582057;0.09744408945686901;0.2739175257731959;0.189237137788291;0.08677685950413222
0.3313558895983108;0.14948096885813145;0.30607113806108105;0.20756606155587487;0.22014074734859757;0.09441138580455188;0.08003748828491096;0.12629224652087476;0.30252525252525253;0.07413647851727068;0.03863842114792685;0.07438203518298546;0.04334919662630166;0.02522001151462132;0.14197379053508064;0.0729864511671223;0.04878209348255431;0.25819070904645475;0.11141441999212025;0.042034304404046555;0.24579149438865916;0.1373819163292847;0.23156001028013373;0.12957472782082266;0.23098691192076415;0.06523522975929977;0.08793929712460065;0.27336769759450175;0.15158683224916225;0.041847041847041855
0.03926398873862552;0.1391003460207612;0.022849959328551328;0.01845805580949894;0.07473485974824079;0.036132752591865526;0.008624648547328959;0.017256461232604374;0.3676767676767676;0.38689974726200527;0.02284990041644034;0.2672096838056451;0.018234933798237762;0.004787166431140319;0.16589958894002738;0.01975996635323099;0.012116524028966425;0.08488997555012225;0.2691506725952608;0.059814026013539204;0.027576786769049066;0.2045883940620783;0.021845283988691844;0.011310695333715343;0.12281570569508315;0.017583619881212875;0.011757188498402557;0.0477319587628866;0.2810959984230238;0.1508592417683327
0.1745010306168619;0.4865051903114187;0.1708200843008208;0.08815462975055505;0.6055109525225495;0.41660020857616104;0.10578725398313027;0.22519880715705767;0.540909090909091;0.5073715248525696;0.06670287887017926;0.45754850387465346;0.0660132874711398;0.025649940557636655;0.3588167094122194;0.24557635112806808;0.06138907175773535;0.43178484107579457;0.10860021387966452;0.2343310260896022;0.14870053160070884;0.5317139001349528;0.1514777692109998;0.061685642392685425;0.6759816059426956;0.2840536105032822;0.11142172523961663;0.44948453608247424;0.24403705893948358;0.292929292929293
0.1307626564778041;0.47854671280276817;0.11550691414626929;0.0686517783291977;0.19238774903360112;0.14305870805472054;0.036269915651358946;0.04055666003976143;0.4626262626262626;0.2805391743892167;0.1477820025348542;0.4405792182815769;0.13226216840220517;0.0481744838982227;0.19660612022625862;0.12353170907561514;0.04203423304805793;0.14466992665036676;0.2360837507739067;0.09898646078953373;0.15054636739515653;0.5117408906882591;0.14006682086867134;0.06614514561897408;0.27697205518217194;0.12599640512660204;0.04947284345047924;0.11216494845360826;0.2945002956830278;0.1391840482749574
0.17701473028002618;0.14913494809688577;0.17037639577016933;0.09668712724739892;0.18316978887897728;0.23688730752714557;0.15759137769447046;0.13116302186878728;0.22171717171717176;0.3711036225779276;0.02929567264168024;0.07961423157418408;0.027705790887244973;0.010864119991326646;0.15160032322664513;0.277195301469042;0.13222514812376562;0.37359413202933983;0.2070974278156132;0.2817753099566441;0.12913467217956287;0.13792172739541164;0.12644564379336937;0.0582226762002043;0.18429430491687304;0.23931306658330723;0.2148562300319489;0.3628865979381444;0.20480977725211913;0.2869605142332416
0.5073148660198079;0.2837370242214532;0.48310286179102263;0.3644160027861217;0.23163841807909613;0.2002944604625483;0.1914011246485473;0.2889662027833002;0.2833333333333333;0.09035383319292345;0.052942241535397415;0.032665874766672334;0.049945813504217125;0.04054791652647241;0.006991532867231143;0.05203983537116592;0.04647794601711652;0.16427872860635698;0.039511453818877704;0.009137065490225908;0.45621677495569984;0.37435897435897436;0.4243125160627088;0.29146216896285404;0.2981959674566679;0.2053180681462957;0.28258785942492015;0.5398625429553264;0.3234772324068599;0.09405745769382134
0.05962495601025586;0.3916955017301038;0.04680913998373143;0.029297810282530146;0.41520467836257335;0.12947058462671002;0.04796157450796625;0.06247514910536779;0.48737373737373746;0.33803706823925883;0.11540829259460439;0.7120877877708015;0.09433162135419121;0.033538203868613684;0.42416470505568626;0.10881124763421157;0.04499670836076366;0.21207823960880193;0.31741430742387566;0.17566745265079486;0.07006792675723567;0.5060728744939271;0.06209200719609359;0.029721717033309253;0.5047753802617617;0.08301422319474835;0.049049520766773165;0.129553264604811;0.257638478218017;0.18365472910927455
