sepal_length;sepal_width;petal_length;petal_width
0.6944444444444444;0.5;0.875;0.9166666666666666
0.6666666666666667;0.5416666666666665;0.8392857142857144;0.8333333333333335
0.38888888888888884;0.375;0.5714285714285714;0.5000000000000001
0.38888888888888884;1.0;0.08928571428571427;0.125
0.38888888888888884;0.33333333333333326;0.625;0.5000000000000001
0.05555555555555558;0.12499999999999989;0.053571428571428575;0.08333333333333333
0.6666666666666667;0.41666666666666674;0.7142857142857143;0.6666666666666667
0.6111111111111112;0.41666666666666674;0.75;0.7916666666666667
0.38888888888888884;0.25;0.4464285714285714;0.375
0.8611111111111112;0.33333333333333326;0.9107142857142856;0.75
0.36111111111111094;0.33333333333333326;0.6964285714285715;0.7916666666666667
0.3055555555555556;0.7083333333333333;0.08928571428571427;0.04166666666666667
0.19444444444444442;0.5416666666666665;0.07142857142857142;0.04166666666666667
0.38888888888888884;0.33333333333333326;0.5535714285714285;0.5000000000000001
0.16666666666666674;0.45833333333333326;0.08928571428571427;0.0
0.5833333333333335;0.5;0.7678571428571428;0.9166666666666666
0.19444444444444442;0.5833333333333333;0.08928571428571427;0.04166666666666667
0.11111111111111116;0.5;0.053571428571428575;0.04166666666666667
0.36111111111111094;0.41666666666666674;0.5535714285714285;0.5000000000000001
0.19444444444444442;0.5;0.0357142857142857;0.04166666666666667
0.8055555555555556;0.41666666666666674;0.8571428571428572;0.6250000000000001
0.19444444444444442;0.41666666666666674;0.10714285714285718;0.04166666666666667
0.5555555555555556;0.5416666666666665;0.6607142857142857;0.6250000000000001
0.4166666666666665;0.25;0.5357142857142857;0.4583333333333333
0.5555555555555556;0.5416666666666665;0.8928571428571428;1.0
0.9444444444444442;0.41666666666666674;0.9107142857142856;0.9166666666666666
0.5277777777777779;0.375;0.5892857142857142;0.5000000000000001
0.13888888888888884;0.45833333333333326;0.10714285714285718;0.04166666666666667
0.16666666666666674;0.45833333333333326;0.08928571428571427;0.0
0.2222222222222221;0.5833333333333333;0.08928571428571427;0.04166666666666667
0.38888888888888884;0.7499999999999998;0.12499999999999997;0.08333333333333333
0.19444444444444442;0.0;0.4464285714285714;0.375
0.7222222222222223;0.45833333333333326;0.6964285714285715;0.5833333333333334
0.5833333333333335;0.33333333333333326;0.8214285714285714;0.8750000000000001
0.5833333333333335;0.375;0.5892857142857142;0.5000000000000001
0.33333333333333326;0.9166666666666667;0.07142857142857142;0.04166666666666667
0.3055555555555556;0.41666666666666674;0.625;0.5833333333333334
0.5555555555555556;0.12499999999999989;0.6071428571428572;0.5000000000000001
0.6944444444444444;0.33333333333333326;0.6785714285714285;0.5416666666666667
0.2222222222222221;0.7499999999999998;0.16071428571428573;0.125
0.5833333333333335;0.5;0.625;0.5833333333333334
0.13888888888888884;0.41666666666666674;0.07142857142857142;0.08333333333333333
0.25;0.5833333333333333;0.07142857142857142;0.04166666666666667
0.19444444444444442;0.625;0.053571428571428575;0.08333333333333333
0.3055555555555556;0.5833333333333333;0.08928571428571427;0.125
0.4166666666666665;0.29166666666666674;0.5178571428571428;0.4583333333333333
0.19444444444444442;0.625;0.10714285714285718;0.20833333333333331
0.7777777777777777;0.41666666666666674;0.875;0.8333333333333335
0.25;0.625;0.08928571428571427;0.04166666666666667
0.25;0.8749999999999998;0.08928571428571427;0.0
0.13888888888888884;0.41666666666666674;0.07142857142857142;0.0
0.5555555555555556;0.33333333333333326;0.7321428571428571;0.5833333333333334
0.833333333333333;0.375;0.9464285714285714;0.7083333333333334
0.2222222222222221;0.7499999999999998;0.08928571428571427;0.08333333333333333
0.0277777777777779;0.5;0.053571428571428575;0.04166666666666667
0.3055555555555556;0.5833333333333333;0.12499999999999997;0.04166666666666667
0.08333333333333326;0.45833333333333326;0.08928571428571427;0.04166666666666667
1.0;0.7499999999999998;0.9642857142857144;0.7916666666666667
0.2222222222222221;0.7083333333333333;0.08928571428571427;0.125
0.44444444444444464;0.41666666666666674;0.5714285714285714;0.5833333333333334
0.11111111111111116;0.5;0.10714285714285718;0.04166666666666667
0.5555555555555556;0.375;0.8214285714285714;0.7083333333333334
0.5833333333333335;0.45833333333333326;0.8035714285714286;0.7083333333333334
0.2222222222222221;0.625;0.07142857142857142;0.08333333333333333
0.5277777777777779;0.33333333333333326;0.6785714285714285;0.7083333333333334
0.33333333333333326;0.625;0.053571428571428575;0.04166666666666667
0.2777777777777777;0.7083333333333333;0.08928571428571427;0.04166666666666667
0.9166666666666665;0.41666666666666674;1.0;0.8333333333333335
0.4999999999999998;0.25;0.8214285714285714;0.5416666666666667
0.2222222222222221;0.5416666666666665;0.12499999999999997;0.16666666666666669
