sepal_length;sepal_width;petal_length;petal_width
0.6111111111111112;0.5;0.7321428571428571;0.7916666666666667
0.2222222222222221;0.7499999999999998;0.10714285714285718;0.04166666666666667
0.3055555555555556;0.7916666666666665;0.12499999999999997;0.125
0.08333333333333326;0.5;0.07142857142857142;0.04166666666666667
0.13888888888888884;0.5833333333333333;0.10714285714285718;0.04166666666666667
0.4999999999999998;0.33333333333333326;0.5357142857142857;0.5000000000000001
0.19444444444444442;0.12499999999999989;0.4107142857142857;0.375
0.33333333333333326;0.20833333333333326;0.5357142857142857;0.5000000000000001
0.44444444444444464;0.41666666666666674;0.7321428571428571;0.7083333333333334
0.6666666666666667;0.45833333333333326;0.6071428571428572;0.5416666666666667
0.08333333333333326;0.5833333333333333;0.07142857142857142;0.08333333333333333
0.16666666666666674;0.45833333333333326;0.08928571428571427;0.0
0.0;0.41666666666666674;0.017857142857142877;0.0
0.36111111111111094;0.41666666666666674;0.625;0.5833333333333334
0.13888888888888884;0.5833333333333333;0.16071428571428573;0.04166666666666667
