transaction_date;house_age;distance_MRT;num_conv_stores;latitude;longitude
0.7270742358077769;0.18949771689497721;0.012595795462123745;0.5;0.4201405719825857;0.7239594565451171
0.36353711790388843;0.4337899543378996;0.15249920190428726;0.0;0.3817256422685773;0.8192797067067659
0.90938864628788;0.7374429223744292;0.013390178670108274;1.0;0.6028841492971537;0.7260081949534651
0.8187772925762147;0.6438356164383562;0.04744311319660929;0.8;0.5090887057683631;0.7179210696569953
0.6364628820961116;0.7853881278538813;0.015986317786423485;0.8;0.4452253999031086;0.7263316799653694
0.36353711790388843;0.7739726027397261;0.020762547984588205;0.7000000000000001;0.41456616577806926;0.7378693120551816
0.8187772925762147;0.2214611872146119;0.061580578857951124;0.5;0.6106398448861228;0.7681690748327128
0.09061135371166529;0.8675799086757991;0.06781539030484578;0.0;0.48739699466801767;0.6568902307526514
0.27292576419222314;0.2031963470319635;0.21394038239566376;0.0;0.6502666020359129;0.5828121630363512
0.90938864628788;0.7899543378995435;0.4736208097376328;0.0;0.7989578284052641;0.45255553159358897
0.7270742358077769;0.4383561643835617;0.05573862775948469;0.8;0.4838826951042847;0.7681690748327128
0.27292576419222314;0.07990867579908677;0.005118834060157204;0.7000000000000001;0.30744062045567944;0.6855725684708887
0.36353711790388843;0.26484018264840187;0.05679908927803007;0.5;0.5731943771207284;0.7431529005821176
0.27292576419222314;0.3356164383561644;0.20677973413441597;0.1;0.24200193892392008;0.8075264179424266
0.8187772925762147;0.22602739726027402;0.3216025566386844;0.30000000000000004;0.3437954435288475;0.44306663791235223
0.6364628820961116;0.025114155251141558;0.02632810310298945;0.6000000000000001;0.4076587493941588;0.7263316799653694
0.6364628820961116;0.6757990867579909;0.07922240152107757;0.8;0.5919777023752317;0.6793185249082399
0.6364628820961116;0.6118721461187215;0.07105970181631946;0.5;0.5121182743577606;0.7019624757385827
0.4541484716155537;0.36757990867579915;0.04113794978433874;0.5;0.6054289869123295;0.7542592193228757
0.7270742358077769;0.14383561643835618;0.010375402047250855;0.9;0.5121182743577606;0.7501617425057248
0.36353711790388843;0.37214611872146125;0.5423630949206908;0.0;0.0;0.4576234634459979
0.4541484716155537;0.8607305936073061;0.072233240042626;0.0;0.4859428017450682;0.6596937675221852
0.09061135371166529;0.36529680365296807;0.6254339469480842;0.0;0.13208919049930046;0.3222989001510541
0.4541484716155537;0.10958904109589042;0.23766901131555368;0.30000000000000004;0.4854580707707328;0.4608583135648132
0.7270742358077769;0.40182648401826493;0.2756971257924203;0.2;0.6622636936500612;0.5108906620660036
0.5458515283839915;0.30365296803652975;0.07252508932379287;0.5;0.4008725157538038;0.6883761052404225
0.0;0.07077625570776257;0.08578649667222829;0.6000000000000001;0.48400387784784016;0.7945870174680749
0.36353711790388843;0.30136986301369867;0.07252508932379287;0.5;0.4008725157538038;0.6883761052404225
0.0;0.8470319634703197;0.1384846046820353;0.1;0.48364032961706016;0.8313564804830094
0.36353711790388843;0.7054794520547946;0.9858092598952206;0.1;0.14154144449832984;0.05714901876217482
0.90938864628788;0.39954337899543385;0.14561785775184052;0.4;0.6865002423655255;0.653224067284782
0.90938864628788;0.5251141552511416;0.6070814889970578;0.0;0.1909840038778725;0.3116238947595775
0.7270742358077769;0.20547945205479454;0.21325759089353274;0.0;0.6497818710616343;0.5830278197111056
0.5458515283839915;0.4155251141552512;0.3335387235346828;0.30000000000000004;0.3746970431411114;0.42042268708200936
1.0;0.8196347031963471;0.09173252165439064;0.30000000000000004;0.5472612699951469;0.6916109553590104
0.27292576419222314;0.7305936073059361;0.00951267162646579;1.0;0.6169413475521424;0.7193228380417622
0.8187772925762147;0.4383561643835617;0.09173252165439064;0.30000000000000004;0.5472612699951469;0.6916109553590104
0.27292576419222314;0.22602739726027402;0.03956752932943736;0.7000000000000001;0.5236306349976303;0.7750700884191701
0.6364628820961116;0.39497716894977175;0.06508493585973574;0.1;0.5203587009210651;0.5797929695922903
