Actual;Prediction;Prediction Probability;SHAP Precision;SHAP Recall;LIME Precision;LIME Recall;LINDA Precision;LINDA Recall;ACV Precision;ACV Recall
0;0;0.955149537191828;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.75;1.0
0;0;0.9610105576095695;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9610656812488108;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9593091365228528;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9616540186073521;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9597610216508199;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.960217842471607;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9591038158766704;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9607847555426507;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9621572105244414;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9641356145169254;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9622787670724541;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9640888904256588;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9596800789965024;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9609582226159452;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9602764959380634;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9595043831956352;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9610860226508544;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9617369799510916;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9619536025853532;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9624462115825928;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9602882110355428;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9588846710907536;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9623447390296584;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.961967890681154;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.960186528501238;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9569052843833644;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.75;1.0
0;0;0.9596688186209342;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9645196712720784;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9643616089743547;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9540197400148214;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;1.0;1.0
0;0;0.9599262144403612;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9588453618699324;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9614158092298344;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9618300204936904;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9601065758354058;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.75;1.0
0;0;0.9602803672169504;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9605684380569336;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9602768331310604;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9617643860254176;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9635831084463052;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9578977612502241;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
0;0;0.9625133142816475;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.95893637166722;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9591547873903079;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.75;1.0
0;0;0.9660246150578741;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9594712191925986;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9598003217825036;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.5;1.0
0;0;0.9611591021604736;1.0;0.3333333333333333;1.0;0.3333333333333333;0.1111111111111111;1.0;0.6;1.0
