fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
0.28846153846153855;0.14705882352941177;0.1746987951807229;0.22699386503067484;0.18991097922848665;0.18815331010452963;0.3805104408352668;0.21765953344900524;0.3090909090909091;0.22093023255813948;0.11290322580645151
0.18269230769230782;0.19607843137254904;0.21686746987951808;0.018404907975460124;0.09495548961424335;0.1254355400696864;0.18793503480278423;0.05610179294389894;0.5;0.8837209302325579;0.6290322580645162
0.34615384615384626;0.28431372549019607;0.15662650602409642;0.1380368098159509;0.12166172106824927;0.10801393728222997;0.29002320185614844;0.1729323308270665;0.3727272727272726;0.27906976744186046;0.3870967741935485
0.28846153846153855;0.2450980392156863;0.18072289156626506;0.023006134969325156;0.11275964391691395;0.11498257839721254;0.3201856148491879;0.02872566030460888;0.4727272727272731;0.3953488372093023;0.870967741935484
0.28846153846153855;0.18627450980392157;0.1927710843373494;0.013803680981595092;0.10385756676557864;0.059233449477351915;0.30858468677494194;0.09620204357046447;0.3454545454545457;0.2441860465116279;0.306451612903226
0.27884615384615397;0.0980392156862745;0.18674698795180725;0.15337423312883436;0.07715133531157273;0.13937282229965156;0.31090487238979114;0.16599190283400844;0.3272727272727276;0.31395348837209297;0.2903225806451615
0.24038461538461542;0.21568627450980388;0.1746987951807229;0.023006134969325156;0.11572700296735905;0.10801393728222997;0.30858468677494194;0.047233468286101754;0.45454545454545503;0.27906976744186046;0.7903225806451615
0.22115384615384626;0.21568627450980388;0.18072289156626506;0.023006134969325156;0.06528189910979229;0.1672473867595819;0.3573085846867749;0.04607673028725756;0.6090909090909093;0.2441860465116279;0.7580645161290325
0.3365384615384617;0.16666666666666666;0.21686746987951808;0.19171779141104295;0.12166172106824927;0.11498257839721254;0.44315545243619486;0.22151532677848706;0.290909090909091;0.27906976744186046;0.14516129032258074
0.20192307692307698;0.1764705882352941;0.14457831325301204;0.02760736196319018;0.10979228486646886;0.08710801393728224;0.2853828306264501;0.10082899556583769;0.8272727272727276;0.5930232558139534;0.5322580645161292
0.23076923076923084;0.18627450980392157;0.1927710843373494;0.12576687116564417;0.11275964391691395;0.21951219512195122;0.49883990719257537;0.17331791016001574;0.40909090909090917;0.29069767441860456;0.14516129032258074
0.2500000000000001;0.28431372549019607;0.22289156626506026;0.0651840490797546;0.09495548961424335;0.13066202090592335;0.48143851508120644;0.13900134952766408;0.3454545454545457;0.3255813953488372;0.2903225806451615
0.43269230769230793;0.2745098039215686;0.3433734939759036;0.22085889570552147;0.12759643916913946;0.11498257839721254;0.5730858468677494;0.250433776749567;0.19090909090909092;0.48837209302325574;0.09677419354838701
0.3365384615384617;0.2745098039215686;0.3734939759036145;0.09969325153374232;0.07121661721068251;0.16027874564459932;0.40835266821345706;0.14671293618662062;0.3818181818181823;0.46511627906976744;0.4193548387096775
0.1346153846153847;0.25490196078431376;0.22289156626506026;0.08588957055214724;0.06528189910979229;0.13937282229965156;0.2877030162412993;0.0703682282629643;0.4818181818181819;0.22093023255813948;0.7258064516129035
0.3269230769230771;0.14705882352941177;0.2349397590361446;0.013803680981595092;0.13056379821958458;0.08362369337979095;0.22505800464037123;0.08771929824561298;0.41818181818181843;0.29069767441860456;0.5
0.27884615384615397;0.15686274509803919;0.18072289156626506;0.14723926380368096;0.18100890207715137;0.14634146341463414;0.3944315545243619;0.18411413148255207;0.12727272727272698;0.27906976744186046;0.14516129032258074
0.28846153846153855;0.18627450980392157;0.14457831325301204;0.061349693251533735;0.2640949554896143;0.11846689895470383;0.27378190255220414;0.13514555619818935;0.3909090909090911;0.31395348837209297;0.25806451612903225
0.28846153846153855;0.16666666666666666;0.22891566265060243;0.11503067484662576;0.10979228486646886;0.07665505226480837;0.3387470997679814;0.1636784268363236;0.5545454545454547;0.4302325581395348;0.35483870967741926
0.34615384615384626;0.0784313725490196;0.16265060240963858;0.22852760736196318;0.12166172106824927;0.08013937282229966;0.29234338747099764;0.21765953344900524;0.16363636363636358;0.2441860465116279;0.11290322580645151
0.21153846153846168;0.04901960784313725;0.21686746987951808;0.015337423312883437;0.12759643916913946;0.07317073170731707;0.14617169373549882;0.05070368228263078;0.3454545454545457;0.3255813953488372;0.5645161290322582
